timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi)
11/10/2022 8:48:00 AM,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939
11/10/2022 8:50:00 AM,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939
11/10/2022 8:51:00 AM,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939
11/10/2022 8:53:00 AM,660.9999847,35.99999905,66.99999809,58.9999974,120,1050
11/10/2022 9:13:00 AM,733.0000305,40.99999905,65,56.0000002,118.0000019,1229.000015
11/10/2022 9:33:00 AM,655,39.00000095,63.00000191,60.0000024,106.0000038,1088.000031
11/10/2022 9:53:00 AM,755.9999847,32.00000048,60,51.9999981,79.00000095,1448.999939
11/10/2022 10:12:00 AM,858.0000305,30,75,0,93.00000191,196.0000038
11/10/2022 10:27:00 AM,774.0000153,30,69.00000095,0,79.00000095,686.9999695
11/10/2022 10:27:00 AM,774.0000153,30,69.00000095,0,79.00000095,686.9999695
11/10/2022 10:30:00 AM,774.0000153,30,69.00000095,0,79.00000095,686.9999695
11/10/2022 10:30:00 AM,774.0000153,30,69.00000095,0,79.00000095,686.9999695
11/10/2022 10:32:00 AM,774.0000153,30,69.00000095,0,79.00000095,686.9999695
11/10/2022 10:34:00 AM,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847
11/10/2022 10:35:00 AM,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847
11/10/2022 10:37:00 AM,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847
11/10/2022 10:37:00 AM,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847
11/10/2022 10:42:00 AM,680.9999847,640,58.00000191,64.9999976,98.99999619,1153.000031
11/10/2022 10:53:00 AM,750,680,56.99999809,58.9999974,113.0000019,1198.000031
11/10/2022 11:13:00 AM,663.0000305,554.0000153,65.99999905,62.9999995,106.9999981,1181.999969
11/10/2022 11:21:00 AM,726.9999695,557.9999924,56.99999809,61.0000014,116.0000038,1108.000031
11/10/2022 11:23:00 AM,726.9999695,557.9999924,56.99999809,61.0000014,116.0000038,1108.000031
11/10/2022 11:33:00 AM,650,580.9999847,61.99999809,56.9999993,116.0000038,1215.999985
11/10/2022 11:53:00 AM,681.9999695,557.0000076,59.00000095,56.9999993,105,1191.999969
